brain_ratios,control_ratios,p_NDD_more_brain_biased,p_alu_free_more_brain_DNase,r_alu_free_vs_pos
"[1.259, 1.194, 1.254]","[0.758, 0.931, 1.088]",0.0,0.0,-0.368
