species,assembly,mya,TE,n_HK,n_NDD,median_HK,median_NDD,mean_HK,mean_NDD,p_value,r,sig
SquirrelMonkey,SaiBol1.0,40,LINE1,1307,897,0.0,0.0,0.118,0.122,0.48747296195719625,-0.001,ns
