species,assembly,mya,TE,n_HK,n_NDD,median_HK,median_NDD,mean_HK,mean_NDD,p_value,r,sig
MouseLemur,Mmur_3.0,70,Alu,1324,899,0.25,0.0,0.324,0.177,2.6352818662548e-29,-0.262,***
